853479531,customer-7,5731.539432275712
773939847,customer-5,7599.674131351176
637567906,customer-2,5391.413421400682
195290938,customer-4,1140.631224248334
429306104,customer-2,4202.86309744924
591595481,customer-5,3031.3080835602345
355072406,customer-8,9422.064515707485
977796537,customer-2,9030.90982636276
422867495,customer-4,4044.995572000568
607864252,customer-9,1616.175073133927
966492114,customer-8,5361.874130271049
612875516,customer-5,3981.3057131957517
521608744,customer-2,5097.797825761063
700717892,customer-5,1079.1293585085755
489579144,customer-4,4087.7215503470015
869836210,customer-8,3291.2265856667796
566193928,customer-10,2929.8407776628524
788906450,customer-8,7578.917391738153
930206240,customer-8,948.4680879741504
971315114,customer-4,6850.291339835559
636688925,customer-5,8482.614388575017
199132361,customer-5,551.0902702765568
43630747,customer-8,4644.482679186377
319055691,customer-10,9402.955684452785
964723814,customer-3,4864.6389886023035
707610417,customer-6,367.40757534637163
431696877,customer-2,955.1539186809165
471633893,customer-10,6521.12945103871
857420744,customer-3,5000.368052397546
71535108,customer-3,2239.6322218335063
204828049,customer-5,6844.183335649502
209670554,customer-6,9840.782189032127
721801945,customer-9,626.9400462615424
866952895,customer-7,7414.8572291314385
430824049,customer-5,6846.711488285866
571923675,customer-10,2761.745459699173
943431300,customer-7,3647.429764108727
794264133,customer-4,8850.418347844894
179393030,customer-9,873.9907658996206
637253967,customer-5,6858.2660339737085
131832624,customer-1,7380.726072272994
301055035,customer-8,3075.9990604611166
152011478,customer-1,823.3891695366267
562809252,customer-1,1800.3923851501065
97766020,customer-8,7648.578771388462
404187856,customer-8,2938.759841273981
661119945,customer-1,2512.984516601908
967875002,customer-8,7476.935596509482
873733404,customer-2,2031.645457681719
969052663,customer-3,7345.194743597389
90825990,customer-6,9542.891015147221
175689280,customer-8,6458.5800735385765
129123069,customer-1,9920.587785675765
423611864,customer-8,3954.9475983599464
933200183,customer-5,6728.745062329904
92122254,customer-4,7699.703036975425
465192142,customer-1,6247.379342327167
948344239,customer-2,9080.007357532893
49914835,customer-2,2693.4775507832987
610472229,customer-10,8691.597209431788
302625194,customer-1,7929.012467599277
590422515,customer-7,5785.54710051414
958389257,customer-5,4129.594013745299
385731243,customer-3,2938.0879305885346
395695953,customer-9,4229.71672968177
501434693,customer-6,6318.166193744205
684769593,customer-5,8059.695146250744
619525232,customer-3,2776.9953359104534
422098099,customer-9,246.63900624393037
592685928,customer-7,8636.45391015884
62984872,customer-1,3207.8817688771896
138534873,customer-6,4147.487392073277
606300912,customer-5,6761.67604143689
572869164,customer-3,5879.540579182515
291340276,customer-9,2640.140786802636
294130855,customer-7,1516.0701548276372
937567202,customer-6,7212.500601102547
96377591,customer-3,3940.6109497171374
476559172,customer-5,350.73882298400105
521399879,customer-8,4537.587078426481
588949370,customer-10,2556.7732204028644
476529709,customer-9,8107.730514046063
302286016,customer-1,9047.813087018554
767018352,customer-7,3649.012078254935
910595027,customer-8,6903.16450220952
116110794,customer-6,2830.7434607818223
771479501,customer-10,9334.223890387228
64977750,customer-4,2054.6856048846794
348420680,customer-6,6356.539698169901
389299407,customer-10,234.68087721812455
567578930,customer-10,7648.713571954129
859422533,customer-3,5976.961311721051
516557750,customer-1,1843.0960622073544
440426826,customer-8,4880.032917923285
790764679,customer-5,5065.89589673414
932796796,customer-5,2171.55766844228
501534137,customer-10,6630.590515006536
821245902,customer-6,4091.99377999519
506292477,customer-7,7970.271835446302
877990687,customer-2,6135.997129275492
758848875,customer-1,2018.0444123793538
178715020,customer-9,9662.674905359136
558361976,customer-9,9340.341576666644
377761564,customer-7,4301.207985816281
696513588,customer-2,7647.479172122152
768779565,customer-3,38.9733262560602
158644531,customer-7,6328.075677290526
165056656,customer-3,4716.999247119515
767673832,customer-10,4113.755753585953
478859465,customer-2,3798.1229573300707
408008946,customer-5,7730.61325537917
991965668,customer-9,5479.919213457882
715712691,customer-2,2612.028500620939
292727944,customer-7,5434.955558289903
153148057,customer-9,3787.0546396823133
232882830,customer-4,8254.955517866349
530277325,customer-9,9473.648064521365
726193749,customer-4,3023.5550449890898
416723192,customer-3,495.6398605381584
889060106,customer-9,5834.646329967033
681459013,customer-1,2398.598950206055
700475036,customer-4,4411.298301065827
70307297,customer-2,1381.408098439384
747084356,customer-1,7675.436931869812
301896001,customer-7,127.69608597467744
602379757,customer-5,4056.2443418577996
443822032,customer-9,1276.6767449945664
272912974,customer-1,5814.535966103387
182857286,customer-6,8196.827910981576
906384532,customer-1,6532.458925218784
183327887,customer-6,9269.296517755229
495954189,customer-2,5433.100426569416
740404868,customer-8,184.48251291265245
703429645,customer-7,5097.138126231116
880940468,customer-4,1510.6825092849062
654279542,customer-8,9677.317898208124
491521101,customer-4,6616.671093292444
794725251,customer-8,4486.3361493185075
806310176,customer-7,9008.06749441832
732407813,customer-5,7092.8373428880395
57626259,customer-9,2413.124492381548
666089663,customer-6,6351.692011308834
468516771,customer-4,980.2705859549353
227201275,customer-3,2226.0504624423866
284201467,customer-3,8305.326729798328
659317886,customer-7,3403.7986123130586
730393950,customer-3,616.5319968185161
525266290,customer-6,5592.926018174697
730270188,customer-3,2295.528602606082
1804458,customer-3,4433.764329913969
784213748,customer-4,7439.6304050551225
166852651,customer-10,8277.45838934924
540281187,customer-10,3643.3757851739033
44121675,customer-1,6936.080136129835
478323726,customer-7,8616.564436130497
6596489,customer-4,8927.3044922696
563474868,customer-5,4367.187359695689
87480752,customer-9,7017.117790078014
258745089,customer-2,746.5606134587962
860554428,customer-3,6876.856959376802
532103563,customer-2,1558.2203531002397
558979740,customer-4,7702.465079810791
357903070,customer-3,3738.044582438205
651827083,customer-4,4499.827105567274
149915975,customer-5,8150.467521900326
12269083,customer-3,6607.830918903985
824575099,customer-6,9415.510880814267
333672247,customer-4,4721.393752528985
76104448,customer-2,24.651563480900936
494741856,customer-7,2223.43856477819
544807043,customer-4,9439.909226816755
979359416,customer-3,5878.115676271656
17453523,customer-8,3482.1024183440745
229582379,customer-9,4795.67095538707
552960718,customer-2,51.27558426372774
382119101,customer-1,5810.100179319341
462716269,customer-4,9295.12970103593
311983542,customer-8,2959.230261990909
675221059,customer-1,4965.836742522331
306391441,customer-9,207.371196171297
8285219,customer-9,7536.342669588329
213569968,customer-7,860.2266121942214
884804590,customer-3,2550.7343402747842
173180745,customer-9,6799.991590528332
733012633,customer-4,1427.1065917353053
327539854,customer-2,2575.4259990991054
678775299,customer-6,9075.8301368575
447674002,customer-10,7005.257253617058
682574695,customer-10,8361.973429543294
569266153,customer-2,1093.3534845578315
310787996,customer-1,6548.783644196018
326382453,customer-6,62.200926599032826
220062630,customer-1,2140.4776516214056
173073096,customer-9,8041.07118496087
832243274,customer-8,1167.7210763772603
493917928,customer-9,1604.7213465254658
789523753,customer-5,2219.153931548313
295631576,customer-3,7709.232239747008
606252193,customer-8,7000.355554361057
736116079,customer-7,8927.888503587732
522963147,customer-9,3591.986726135026
849892817,customer-7,4690.446343995479
264473201,customer-6,8935.362786452299
56570825,customer-9,8956.362537651019
98857197,customer-8,4532.78903260522
150706647,customer-6,8707.089608832439
976297146,customer-2,9347.164775916719
647746117,customer-1,2131.411481035692
331518237,customer-9,9090.175360900752
454247147,customer-7,2850.4346603273084
393021237,customer-9,4279.032296399129
615681977,customer-2,6068.714073396291
135688938,customer-9,6769.885633149386
318095284,customer-2,2550.3852196442176
716566146,customer-9,7197.582539645397
748913653,customer-4,6910.995385183433
769534317,customer-7,3326.2022395286544
897303917,customer-8,2167.1636866539216
22954837,customer-2,1608.3106016788383
857574837,customer-5,3791.550982868608
611738177,customer-2,4033.1059757916514
823998285,customer-4,4035.011089209342
245185517,customer-10,7941.779301442475
287756497 , customer-1 , 2800.8948833132526
174699598 , customer-8 , 4159.61586207725
194040555 , customer-9 , 1236.3408942973178
